training_losses,test_losses
32307.1328125,27378.264322916668
34515.5859375,27283.569227430555
24659.81640625,26951.471354166668
28575.177734375,26742.63302951389
25241.01171875,26488.265190972223
24375.556640625,26077.869574652777
30475.15625,26095.288628472223
27863.455078125,25917.34939236111
27982.49609375,26270.680121527777
28134.125,26585.00954861111
27536.30078125,26958.893012152777
28297.994140625,27273.300130208332
30042.27734375,28183.534722222223
22301.587890625,28085.080512152777
26980.48828125,27984.598307291668
26823.53515625,27958.388671875
29457.22265625,28216.840277777777
22049.0078125,28048.62521701389
25405.234375,28057.73263888889
30093.29296875,28230.20095486111
22957.46484375,28175.73263888889
28925.845703125,28194.801432291668
29839.56640625,28309.708550347223
33884.7734375,28445.077039930555
26389.52734375,27818.742838541668
29225.603515625,27791.366753472223
26150.07421875,27510.876085069445
25162.125,27955.956380208332
29769.98828125,28246.184895833332
27858.794921875,28395.83810763889
23199.7578125,27906.059678819445
24398.74609375,27780.07009548611
27675.1875,27381.508463541668
30139.689453125,27064.54861111111
23644.91796875,26707.001519097223
22239.65234375,26255.875651041668
29519.28515625,26389.162977430555
31585.78515625,26411.30056423611
22532.4921875,26090.024956597223
26009.064453125,25953.327473958332
22821.025390625,25726.263020833332
21810.03125,25201.283854166668
27657.599609375,25283.360026041668
24749.2734375,25123.429253472223
25810.73828125,25626.228949652777
25692.48828125,25981.532118055555
25222.3046875,26424.966796875
26044.13671875,26749.80251736111
27628.23828125,27821.86697048611
20597.47265625,27665.669270833332
24273.537109375,27461.02712673611
24495.25390625,27446.391059027777
27075.447265625,27732.11545138889
20548.90625,27530.175130208332
22674.83984375,27533.963324652777
27162.509765625,27903.325086805555
20318.7421875,27985.572916666668
26277.30859375,28149.257161458332
26913.474609375,28483.512586805555
31202.408203125,28741.117621527777
24267.359375,28203.19921875
26406.349609375,28301.621961805555
24175.015625,28103.690538194445
22338.533203125,28825.045789930555
26951.455078125,29249.022786458332
25058.42578125,29484.702039930555
21253.85546875,28861.995225694445
21911.482421875,28531.830078125
24736.71484375,27737.142144097223
26987.845703125,27133.905164930555
21723.91796875,26624.930555555555
20391.109375,26014.211805555555
26588.453125,26147.57009548611
28372.263671875,26229.322699652777
20867.33203125,25957.757378472223
23129.71875,25942.230034722223
20388.5546875,25763.860026041668
19436.7578125,25207.677083333332
24837.37109375,25395.644097222223
21503.81640625,25241.57204861111
23321.67578125,25717.860894097223
22975.044921875,25975.90407986111
22764.57421875,26325.170355902777
23374.2578125,26376.854817708332
24394.1328125,27197.330729166668
18997.2109375,26503.493706597223
21176.10546875,25756.78125
21752.294921875,25299.452473958332
24595.921875,25017.510416666668
18849.6015625,24283.899522569445
19730.37890625,23721.574652777777
24049.70703125,23581.915364583332
17603.953125,23302.984809027777
23106.53515625,23173.585069444445
23190.15234375,23326.47829861111
27372.919921875,23442.68337673611
21292.556640625,23080.120225694445
22418.921875,23250.663628472223
21226.02734375,23049.73828125
18378.5703125,23742.028211805555
23534.337890625,24073.578776041668
20484.865234375,24252.462890625
17803.0390625,23619.08810763889
18005.763671875,23087.452473958332
19563.283203125,22136.86154513889
20838.41015625,21191.937934027777
17057.0078125,20040.194444444445
18298.4296875,18830.385633680555
22378.435546875,18391.341471354168
23706.90625,18149.034613715277
18188.10546875,18150.270399305555
18101.76953125,18159.249348958332
16267.4140625,18082.104600694445
15950.2197265625,17945.039605034723
20762.06640625,17872.232096354168
16773.171875,17951.549479166668
18686.13671875,18632.369466145832
19603.7421875,19704.454210069445
18869.32421875,20988.505208333332
19269.75,21873.856336805555
21978.45703125,22972.77951388889
15988.1904296875,22397.706163194445
17699.1953125,21631.02734375
18127.5234375,20859.63650173611
21118.40625,20098.864366319445
16260.6904296875,19002.120225694445
16259.4267578125,18230.876627604168
19868.3046875,18039.325737847223
14227.8681640625,17998.667100694445
18719.6796875,18319.531901041668
19611.533203125,18970.95334201389
23899.556640625,19638.035807291668
17682.974609375,20102.660590277777
18312.763671875,20632.991102430555
18130.6796875,20601.174479166668
15704.875,21056.586588541668
20218.88671875,20748.31423611111
17391.12890625,20188.522352430555
15679.80859375,18957.558159722223
15582.2861328125,17973.997612847223
17141.345703125,17109.81325954861
18825.97265625,16688.634223090277
16238.3466796875,16629.7138671875
16482.13671875,16538.58224826389
20521.025390625,17021.656141493055
21151.875,17491.87326388889
16932.484375,17774.59765625
16331.025390625,18321.455078125
14978.169921875,18292.937065972223
15119.1376953125,18143.469835069445
18882.03125,18038.757161458332
15440.162109375,17466.2685546875
17288.234375,16929.713324652777
18579.921875,16453.779296875
17729.818359375,16171.429578993055
17806.330078125,15869.8876953125
20520.505859375,15815.364908854166
14407.244140625,15452.942925347223
16662.255859375,15470.709201388889
17277.927734375,15447.877170138889
19445.0703125,15643.138563368055
15142.111328125,15760.014865451389
14961.892578125,15964.950412326389
18399.81640625,16514.53298611111
13157.1162109375,17152.499891493055
17130.9140625,17910.747178819445
18116.25390625,18796.744140625
22592.77734375,19089.076605902777
16251.2529296875,19100.34375
16847.671875,18932.034505208332
16856.109375,17994.736653645832
14464.6328125,17739.914713541668
18711.16015625,16980.330403645832
16050.6201171875,16397.57931857639
14320.130859375,15717.062282986111
14595.572265625,15388.869357638889
15684.9072265625,15191.674479166666
17250.38671875,15157.440972222223
15193.2099609375,15245.125
15595.7578125,15279.644422743055
19185.255859375,15803.412868923611
19950.251953125,16251.677625868055
15695.662109375,16412.86349826389
15063.865234375,16830.3515625
13936.0556640625,16648.876627604168
14164.8408203125,16415.330620659723
17467.390625,16243.014865451389
14555.291015625,15684.633138020834
16254.77734375,15221.975368923611
17851.30078125,14875.541015625
16729.36328125,14695.277018229166
16483.19921875,14519.032335069445
19493.4296875,14523.516059027777
13250.740234375,14362.415473090277
15574.7353515625,14417.863606770834
16247.9775390625,14304.436848958334
18081.669921875,14386.995442708334
14082.833984375,14449.826497395834
13789.822265625,14577.330186631945
17074.90625,14956.065755208334
12190.537109375,15381.790473090277
15888.5869140625,15944.327582465277
16695.1015625,16730.071940104168
21121.5390625,17139.281141493055
15194.392578125,17230.140190972223
15695.5283203125,17126.079427083332
15651.171875,16235.0986328125
13507.3798828125,15988.005425347223
17266.24609375,15257.661349826389
14803.666015625,14709.923285590277
13110.27734375,14199.035047743055
13732.896484375,14052.243706597223
14270.0068359375,14036.250868055555
15831.16796875,14044.402669270834
14444.271484375,14040.732313368055
14739.044921875,14038.579210069445
17922.845703125,14417.744791666666
18738.94140625,14828.650933159723
14541.2578125,15035.635633680555
13972.54296875,15477.899956597223
13027.564453125,15330.937391493055
13346.1484375,15117.251844618055
16185.6259765625,14949.126193576389
13738.537109375,14410.608832465277
15409.5302734375,14028.282009548611
17158.0,13836.858940972223
15844.021484375,13781.130533854166
15317.0732421875,13751.854709201389
18568.595703125,13815.598849826389
12427.474609375,13765.460394965277
14621.3740234375,13844.117404513889
15426.2646484375,13729.959092881945
16926.7890625,13840.992838541666
13394.5908203125,13982.720486111111
12964.08984375,14168.490017361111
15981.1728515625,14591.297309027777
11499.220703125,14955.817599826389
14926.302734375,15397.0185546875
15546.189453125,15981.115125868055
20151.01953125,16240.048936631945
14305.720703125,16273.447916666666
14697.1064453125,16256.835828993055
14556.7333984375,15547.594835069445
12732.5283203125,15495.7333984375
16165.0048828125,14935.521375868055
13872.076171875,14531.915690104166
12436.9697265625,14062.369466145834
13082.595703125,13868.074761284723
13321.412109375,13752.355902777777
14801.341796875,13736.189344618055
13711.837890625,13772.182074652777
14191.2431640625,13749.552083333334
16971.2109375,14158.396050347223
17853.6875,14524.812934027777
13795.7431640625,14665.093207465277
13244.49609375,15056.720811631945
12332.154296875,14839.417426215277
12906.857421875,14533.091688368055
15286.681640625,14297.064670138889
13178.361328125,13749.985134548611
14646.89453125,13448.174913194445
16651.4609375,13319.228298611111
15242.8583984375,13279.372721354166
14517.2294921875,13256.981011284723
17805.361328125,13287.213433159723
11812.41015625,13220.964735243055
13940.150390625,13265.120442708334
14780.216796875,13162.0615234375
15996.599609375,13293.313802083334
12733.525390625,13451.084309895834
12291.29296875,13609.128472222223
15150.494140625,14000.2568359375
11015.556640625,14356.552625868055
14200.220703125,14768.861436631945
14772.4873046875,15276.984592013889
19264.53515625,15382.878580729166
13645.1962890625,15340.7763671875
13891.798828125,15333.445746527777
13698.56640625,14714.738498263889
12183.5498046875,14767.711371527777
15239.1923828125,14290.265299479166
13118.814453125,13993.788194444445
11834.1904296875,13617.993706597223
12488.544921875,13479.749891493055
12607.7119140625,13373.081597222223
14023.95703125,13370.156575520834
13012.5693359375,13500.362196180555
13617.763671875,13496.282877604166
16063.9462890625,14035.704861111111
17064.607421875,14346.114800347223
13019.369140625,14279.989583333334
12543.8603515625,14553.205295138889
11696.0537109375,14060.184136284723
12483.76171875,13673.465711805555
14401.96484375,13420.490451388889
12552.28125,12978.572591145834
13943.8544921875,12807.892903645834
16073.9970703125,12744.003689236111
14652.9970703125,12729.816514756945
13803.26171875,12707.966688368055
17037.14453125,12743.848741319445
11350.552734375,12602.269097222223
13253.7734375,12621.996636284723
14106.3466796875,12583.338324652777
15077.3369140625,12755.863823784723
12158.80078125,12913.258463541666
11648.01171875,13052.900173611111
14363.2900390625,13455.311740451389
10462.689453125,13815.7216796875
13551.71484375,14298.728407118055
13960.1298828125,14859.057725694445
18487.830078125,15011.410264756945
13141.6494140625,15051.754557291666
13200.283203125,15012.736111111111
13022.486328125,14304.552951388889
11562.3388671875,14278.412000868055
14434.2607421875,13746.519639756945
12382.638671875,13422.759331597223
11295.6044921875,13037.691189236111
11972.5341796875,12883.673394097223
11993.8818359375,12760.707465277777
13356.4169921875,12735.132595486111
12540.609375,12812.1875
13049.890625,12777.167534722223
15263.08203125,13256.287651909723
16293.361328125,13570.6484375
12298.0078125,13624.111328125
11886.576171875,14051.901692708334
11156.9267578125,13571.849934895834
12055.6376953125,13161.210394965277
13604.615234375,12887.269639756945
12055.53515625,12417.541883680555
13360.58984375,12231.391927083334
15462.19140625,12183.902235243055
14103.171875,12149.039171006945
13095.865234375,12130.451063368055
16316.947265625,12163.493598090277
10846.28515625,12082.002170138889
12617.0966796875,12085.607855902777
13564.7880859375,12020.375542534723
14239.66015625,12179.142469618055
11687.08984375,12360.767903645834
11038.330078125,12488.710611979166
13683.3056640625,12876.648871527777
10018.34375,13188.596354166666
12997.984375,13541.425455729166
13212.037109375,13995.895290798611
17655.599609375,14204.695095486111
12681.060546875,14356.383572048611
12693.541015625,14383.643012152777
12501.748046875,13643.718858506945
11054.4873046875,13503.034288194445
13800.65234375,12927.139973958334
11717.763671875,12557.741644965277
10785.14453125,12215.274197048611
11446.3125,12111.698893229166
11384.3125,12061.1015625
12777.4111328125,12060.067491319445
12091.953125,12094.8583984375
12556.474609375,12084.1259765625
14545.716796875,12505.482204861111
15672.591796875,12855.305013020834
11678.86328125,12937.390407986111
11350.685546875,13271.499457465277
10785.357421875,12710.519422743055
11702.2294921875,12284.579644097223
12954.251953125,12044.686089409723
11506.63671875,11741.038194444445
12773.2001953125,11705.521484375
14896.826171875,11748.784071180555
13572.00390625,11676.029296875
12555.2314453125,11654.830078125
15834.2099609375,11686.322591145834
10418.89453125,11620.694227430555
12082.4052734375,11631.035047743055
13097.4306640625,11582.455946180555
13519.341796875,11747.635416666666
11229.5380859375,11902.513346354166
10581.337890625,11945.176106770834
13047.376953125,12179.5703125
9681.8564453125,12339.245442708334
12561.998046875,12534.765299479166
12662.298828125,12791.587022569445
17055.0859375,12981.880208333334
12320.7314453125,13106.664496527777
12237.84765625,13177.038302951389
11927.66015625,12619.709418402777
10758.091796875,12570.082682291666
13175.31640625,12211.776584201389
11198.5478515625,11970.109809027777
10343.94140625,11727.836588541666
11004.6826171875,11671.348415798611
10873.7939453125,11633.971028645834
12292.53515625,11637.694444444445
11623.291015625,11672.99609375
12147.93359375,11638.203233506945
13923.666015625,11947.037109375
15123.5,12149.494574652777
11117.390625,12145.970160590277
10979.013671875,12377.114366319445
10350.642578125,11960.362630208334
11435.68359375,11669.024739583334
12367.126953125,11551.085286458334
11067.9755859375,11328.921006944445
12279.2177734375,11289.381293402777
14390.6015625,11296.059895833334
13065.6279296875,11261.339518229166
12107.9970703125,11257.224717881945
15354.3330078125,11286.297743055555
10083.9677734375,11238.104166666666
11632.46484375,11268.535915798611
12713.7421875,11184.302625868055
12901.1337890625,11251.433810763889
10878.6484375,11354.837022569445
10108.4697265625,11433.484049479166
12565.8564453125,11720.157769097223
9381.130859375,11996.686414930555
12176.9091796875,12318.441623263889
12153.3681640625,12675.227973090277
16518.265625,12925.412651909723
11939.939453125,13025.680989583334
11836.8349609375,12958.0703125
11495.57421875,12238.222005208334
10386.177734375,12046.358723958334
12672.177734375,11662.529839409723
10717.1484375,11429.624131944445
9997.771484375,11250.143337673611
10589.96875,11249.851128472223
10434.009765625,11245.101996527777
11868.7568359375,11258.039713541666
11298.54296875,11335.111436631945
11767.65234375,11343.019205729166
13296.119140625,11751.282552083334
14608.412109375,11962.986979166666
10651.5703125,11884.508680555555
10588.326171875,12002.883138020834
10023.4228515625,11497.294921875
11166.373046875,11199.146809895834
11851.1396484375,11089.750651041666
10657.8046875,10929.103407118055
11820.427734375,10928.146267361111
13932.8720703125,10941.734049479166
12667.953125,10886.243923611111
11673.9296875,10888.268880208334
14889.3505859375,10918.525607638889
9731.17578125,10860.139214409723
11214.244140625,10887.323893229166
12338.8466796875,10819.645616319445
12343.28515625,10900.600043402777
10540.4716796875,10999.679361979166
9718.3984375,11068.511176215277
12111.322265625,11328.445855034723
9100.1611328125,11584.304361979166
11789.478515625,11893.455620659723
11692.740234375,12229.563151041666
16041.642578125,12458.927517361111
11584.8798828125,12540.439561631945
11411.40234375,12501.036783854166
11033.7177734375,11844.211046006945
10057.5693359375,11686.186306423611
12208.4580078125,11313.937391493055
10259.4384765625,11088.806966145834
9658.5654296875,10907.376953125
10222.9482421875,10904.055013020834
10020.9765625,10895.590169270834
11449.0107421875,10902.085828993055
10956.0419921875,10953.226779513889
11423.61328125,10949.063693576389
12740.583984375,11334.910915798611
14110.6875,11535.182183159723
10230.0185546875,11460.217664930555
10224.8828125,11583.016276041666
9686.490234375,11100.578667534723
10894.05859375,10823.634006076389
11381.9921875,10728.042751736111
10288.9326171875,10575.370334201389
11395.642578125,10572.1826171875
13480.2373046875,10580.912109375
12292.822265625,10539.511176215277
11263.86328125,10544.714301215277
14448.34375,10568.560221354166
9391.291015625,10528.496636284723
10840.638671875,10560.325846354166
11995.6337890625,10480.328776041666
11841.4619140625,10539.443033854166
10232.966796875,10621.76953125
9346.8310546875,10690.864040798611
11698.8251953125,10944.726128472223
8850.828125,11217.760959201389
11415.0,11549.935221354166
11264.5625,11888.749240451389
15570.955078125,12123.734483506945
11243.7314453125,12169.632378472223
11023.23828125,12101.494574652777
10631.375,11429.957139756945
9747.4072265625,11267.143229166666
11771.822265625,10930.4345703125
9831.36328125,10726.819010416666
9342.357421875,10559.144097222223
9879.431640625,10562.668728298611
9639.92578125,10556.697591145834
11049.6376953125,10563.631727430555
10618.115234375,10608.022135416666
11115.44921875,10599.725802951389
12203.08984375,10956.096245659723
13641.623046875,11134.5380859375
9834.5771484375,11052.002495659723
9880.7119140625,11179.925021701389
9373.82421875,10740.399631076389
10620.474609375,10492.6484375
10937.71875,10404.336154513889
9950.88671875,10248.152994791666
11000.7626953125,10238.063585069445
13053.6787109375,10239.307942708334
11936.40234375,10218.027235243055
10881.4140625,10227.307074652777
14015.2490234375,10245.745225694445
9075.142578125,10218.499891493055
10491.9921875,10258.464735243055
11668.001953125,10172.478081597223
11368.625,10203.104058159723
9944.341796875,10266.742947048611
8990.328125,10336.307183159723
11296.638671875,10598.298719618055
8616.640625,10890.515516493055
11048.833984375,11230.144205729166
10857.7197265625,11585.341905381945
15122.2470703125,11833.326605902777
10923.1806640625,11864.919162326389
10667.970703125,11765.694010416666
10255.55078125,11047.361870659723
9455.6083984375,10823.793294270834
11356.46875,10497.328125
9433.7578125,10335.964301215277
9044.0,10211.526258680555
9552.7060546875,10229.969184027777
9283.978515625,10227.618381076389
10667.208984375,10242.304470486111
10264.44921875,10326.032335069445
10816.9970703125,10320.928927951389
11688.79296875,10649.284071180555
13219.177734375,10765.569986979166
9438.765625,10625.459526909723
9544.458984375,10685.462999131945
9052.11328125,10295.180013020834
10378.888671875,10104.091145833334
10491.9970703125,10054.734483506945
9624.3203125,9931.840006510416
10631.498046875,9922.045084635416
12651.6376953125,9914.979112413195
11595.85546875,9934.8701171875
10512.0419921875,9960.037977430555
13585.7763671875,9956.121310763889
8788.060546875,9886.180067274305
10148.251953125,9929.457845052084
11336.3544921875,9859.445041232639
10926.6484375,9890.992621527777
9670.4833984375,9951.033745659723
8650.4140625,10022.778103298611
10902.947265625,10297.649739583334
8383.2978515625,10604.058376736111
10672.1533203125,10964.106879340277
10453.958984375,11335.767361111111
14696.220703125,11565.839192708334
10608.015625,11553.58984375
10312.228515625,11380.592339409723
9907.35546875,10604.952039930555
9188.583984375,10333.096354166666
10946.4052734375,10056.293511284723
9059.8876953125,9950.483669704861
8755.365234375,9875.686740451389
9244.43359375,9902.716362847223
8929.9326171875,9907.527723524305
10300.146484375,9928.25927734375
9907.8623046875,10035.234483506945
10537.4443359375,10040.240017361111
11214.455078125,10368.017578125
12836.45703125,10450.5478515625
9053.1865234375,10281.003472222223
9221.791015625,10315.133897569445
8778.337890625,9948.910481770834
10129.22265625,9778.152560763889
10077.482421875,9744.374131944445
9314.0224609375,9642.607584635416
10276.25,9633.249728732639
12267.44921875,9627.409016927084
11280.994140625,9708.009223090277
10154.5859375,9770.374186197916
13163.2216796875,9735.196560329861
8518.091796875,9592.798231336805
9806.46875,9632.274088541666
11010.958984375,9582.711154513889
10513.84765625,9610.035427517361
9416.99609375,9642.367458767361
8329.740234375,9686.081271701389
10548.90625,9901.851236979166
8175.396484375,10186.313585069445
10333.5869140625,10560.541666666666
10075.048828125,10980.180121527777
14281.7314453125,11310.770290798611
10324.6533203125,11314.259331597223
9992.4658203125,11109.118272569445
9589.3359375,10261.214409722223
8962.767578125,9941.464192708334
10546.9619140625,9687.8876953125
8699.46875,9618.530381944445
8466.34765625,9585.082465277777
8960.466796875,9611.866536458334
8591.111328125,9616.581814236111
9955.888671875,9641.721896701389
9562.59765625,9773.352756076389
10274.66796875,9808.105685763889
10772.0927734375,10175.097439236111
12470.373046875,10240.315538194445
8699.3935546875,10032.875325520834
8922.17578125,10056.155490451389
8522.7119140625,9668.340983072916
9878.16796875,9498.614420572916
9683.67578125,9471.063747829861
9021.673828125,9376.361219618055
9926.958984375,9369.692111545139
11898.7763671875,9365.8310546875
