,mse,mae,r2,evs
1,6.138019367060752e-05,0.004397594016330822,0.11158418926243163,0.1116132564264698
2,5.988617491124828e-05,0.004399652958450342,0.11222606870037555,0.11287209937230858
3,5.488522320997812e-05,0.0041316206100144364,0.10857699791746545,0.10929052003219697
4,5.636639051656078e-05,0.00424932500015843,0.11366945202983192,0.11382505784287633
5,6.91787295641718e-05,0.004448919124662339,0.1209374226401777,0.12116771066186982
6,6.644036119118812e-05,0.00442026041646748,0.10105318350757475,0.1012908781829358
7,6.510431286344268e-05,0.004383563321522345,0.11300385641228416,0.11301388862336248
8,5.44902817788655e-05,0.004271847401393255,0.12163970414592684,0.12218415829376095
