,mse,mae
1,0.000996622104394538,0.031046533047047787
2,0.000988285990855592,0.030894772264415324
3,0.000977539999003556,0.03066950451463024
4,0.000982042787039378,0.030778314566282078
5,0.0009809277482484857,0.03071950891912872
6,0.0009580734475617018,0.030364504217497108
7,0.0009876860276149594,0.030916122272262224
8,0.0009683102603126299,0.03042780566226453
