,mse,mae,r2,evs
1,0.000947135599081157,0.030207010902243796,-10.458274238747531,0.0
2,0.0009540668341369039,0.0303726729079816,-12.192038178848195,2.220446049250313e-16
3,0.0009442200172380833,0.030156879711653657,-15.779278127315564,0.0
4,0.0009520834539731354,0.030314656459080592,-13.659187522059119,0.0
5,0.0009437260802211848,0.030160384711651462,-11.940126264749473,-2.220446049250313e-16
6,0.0009452723619591084,0.030098420761113624,-12.63888790903072,0.0
7,0.0009506418358855201,0.030245176280233994,-12.97382826277154,0.0
8,0.0009262200491202876,0.02983256469565216,-13.630461719269308,0.0
